wen,rectype
2024-05-24T00:00:00.000,1
2024-12-29T00:00:00.000,1
2025-01-02T00:00:00.000,1
2025-01-02T00:00:00.000,1
2025-01-02T00:00:00.000,1
2025-01-02T00:00:00.000,1
2025-01-02T00:00:00.000,1
2025-01-02T00:00:00.000,1
2024-05-24T00:00:00.000,1
2025-01-02T00:00:00.000,1
2024-12-10T00:00:00.000,1
2024-12-29T00:00:00.000,1
2025-01-01T00:00:00.000,1
2025-01-02T00:00:00.000,1
2025-05-12T00:00:00.000,1
2025-01-02T00:00:00.000,1
2024-05-24T00:00:00.000,1
2024-11-26T00:00:00.000,1
2024-12-21T00:00:00.000,1
2025-01-02T00:00:00.000,1
2025-01-02T00:00:00.000,1
2025-01-02T00:00:00.000,1
2025-01-02T00:00:00.000,1
2025-01-02T00:00:00.000,1
2025-01-02T00:00:00.000,1
2025-01-02T00:00:00.000,1
2025-01-02T00:00:00.000,1
2025-01-02T00:00:00.000,1
2025-01-02T00:00:00.000,1
2025-01-01T00:00:00.000,1
2025-01-02T00:00:00.000,1
2025-01-02T00:00:00.000,1
2024-11-14T00:00:00.000,1
2024-12-20T00:00:00.000,1
2024-09-20T00:00:00.000,1
2025-01-02T00:00:00.000,1
2025-01-02T00:00:00.000,1
2025-01-02T00:00:00.000,1
2024-05-24T00:00:00.000,1
2025-01-02T00:00:00.000,1
2025-01-02T00:00:00.000,1
2025-01-02T00:00:00.000,1
2024-12-29T00:00:00.000,1
2024-05-24T00:00:00.000,1
2025-01-01T00:00:00.000,1
2024-11-13T00:00:00.000,1
2025-01-02T00:00:00.000,1
2025-01-02T00:00:00.000,1
2024-12-29T00:00:00.000,1
2025-01-02T00:00:00.000,1
2025-01-02T00:00:00.000,1
2024-11-14T00:00:00.000,1
2024-12-29T00:00:00.000,1
2025-01-02T00:00:00.000,1
2025-01-01T00:00:00.000,1
2025-05-12T00:00:00.000,1
2025-01-02T00:00:00.000,1
2024-12-29T00:00:00.000,1
2024-05-24T00:00:00.000,1
2024-12-29T00:00:00.000,1
2025-01-02T00:00:00.000,1
2024-05-24T00:00:00.000,1
2024-12-29T00:00:00.000,1
2024-05-24T00:00:00.000,1
2025-01-02T00:00:00.000,1
2025-01-02T00:00:00.000,1
2024-12-29T00:00:00.000,1
2024-12-29T00:00:00.000,1
2024-12-29T00:00:00.000,1
2025-01-02T00:00:00.000,1
2025-01-02T00:00:00.000,1
2024-05-24T00:00:00.000,1
2024-07-01T00:00:00.000,1
2025-01-02T00:00:00.000,1
2025-01-02T00:00:00.000,1
2025-01-02T00:00:00.000,1
2024-09-20T00:00:00.000,1
2025-01-02T00:00:00.000,1
2025-01-02T00:00:00.000,1
2025-01-01T00:00:00.000,1
2025-01-02T00:00:00.000,1
2025-01-02T00:00:00.000,1
2025-01-02T00:00:00.000,1
2024-05-24T00:00:00.000,1
2025-01-02T00:00:00.000,1
2025-01-02T00:00:00.000,1
2024-12-20T00:00:00.000,1
2025-01-02T00:00:00.000,1
2025-01-02T00:00:00.000,1
2024-12-29T00:00:00.000,1
2024-12-29T00:00:00.000,1
2024-12-29T00:00:00.000,1
2024-12-29T00:00:00.000,1
2025-01-02T00:00:00.000,1
2025-01-02T00:00:00.000,1
2025-01-02T00:00:00.000,1
2024-12-29T00:00:00.000,1
2025-01-02T00:00:00.000,1
2024-05-24T00:00:00.000,1
2025-01-02T00:00:00.000,1
2025-01-02T00:00:00.000,1
2025-01-02T00:00:00.000,1
2025-01-02T00:00:00.000,1
2024-12-29T00:00:00.000,1
2025-01-02T00:00:00.000,1
2024-12-29T00:00:00.000,1
2025-01-02T00:00:00.000,1
2025-01-01T00:00:00.000,1
